position,fen,rubichess_move,rubichess_eval,rubichess_nodes,rubichess_time,rubichess_success,stockfish_move,stockfish_eval,stockfish_nodes,stockfish_time,stockfish_success
1,r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 0 4,f3g5,95,140917,0.09091734886169434,True,f3g5,62,145806,0.1993114948272705,True
2,r1bq1b1r/pppp1kpp/2n2n2/4p3/4P3/3P1N2/PPP2PPP/RNBQK2R w KQ - 0 5,d3d4,-379,250693,0.14099836349487305,True,b1c3,-372,63676,0.07790207862854004,True
3,r1bq1b1r/pppp1kpp/2n2n2/4N3/4P3/3P4/PPP2PPP/RNBQK2R b KQ - 0 5,c6e5,478,167644,0.09618568420410156,True,c6e5,413,47165,0.0386199951171875,True
4,r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 1 4,d7d6,-24,271242,0.16608047485351562,True,d7d6,-29,165594,0.19326210021972656,True
5,r1bqkb1r/pppp1Npp/2n5/8/2B1n3/3P4/PPP2PPP/RNBQK2R b KQkq - 0 5,e4f2,-416,1405440,0.8519330024719238,True,e4f2,-304,26740,0.03572893142700195,True
6,r1bqkb1r/pppp1p1p/2n2n2/4N1p1/2B1P3/3P4/PPP2PPP/RNBQK2R w KQkq - 0 5,c4f7,496,512970,0.3474090099334717,True,c4f7,429,19640,0.031085968017578125,True
7,r1bq1rk1/ppp2ppp/2n2n2/2bpp3/2B1P3/3P1N2/PPP2PPP/RNBQ1RK1 w - - 0 6,e4d5,5,321121,0.20612597465515137,True,e4d5,3,81057,0.10521602630615234,True
8,r1bq1rk1/ppp2ppp/2n5/2bnp3/2B4N/3P4/PPP2PPP/RNBQ1RK1 b - - 1 7,d5b6,215,64785,0.04691624641418457,True,d5b6,175,55345,0.07139277458190918,True
9,r1bq1rk1/ppp2ppp/5n2/2bBp3/3nP3/3P4/PPP2PPP/RNBQ1RK1 b - - 0 7,f6d5,624,242399,0.12610507011413574,True,c8g4,611,21100,0.01937103271484375,True
10,r1b2rk1/ppp2ppp/2n2n2/2bqp3/2B5/2PP1N2/PP3PPP/RNBQ1RK1 b - - 0 7,d5d6,-12,126085,0.0999758243560791,True,d5d8,-14,141986,0.15221452713012695,True
11,r1bq1rk1/ppp2ppp/2n2n2/3pp3/2B1P3/2NP1N2/PPP2KPP/R1BQ1R2 b - - 0 7,d5c4,76,309993,0.2293839454650879,True,d5c4,100,84451,0.11821603775024414,True
12,r1bq1rk1/ppp2ppp/2n2n2/3Bp3/4P3/3P1N2/PPP2RPP/RNBQ2K1 b - - 0 7,f6d5,-438,257492,0.1498875617980957,True,f6d5,-397,125388,0.16118931770324707,True
13,r1b2rk1/ppp2ppp/2n2n2/2bPp3/8/3P1N2/PPP2PPP/RNBQ1RK1 b - - 0 7,c6d4,-378,616690,0.3420145511627197,True,c6d4,-520,32497,0.025446414947509766,True
14,r1bq1rk1/ppp2ppp/2n2n2/2bPp3/2B5/3P1N2/PPP2PPP/RNBQ1RK1 b - - 0 6,f6d5,6,466974,0.3436868190765381,True,f6d5,1,150440,0.19973969459533691,True
15,r1bq1rk1/ppp2ppp/2n2n2/2bpN3/2B1P3/3P4/PPP2PPP/RNBQ1RK1 b - - 0 6,c6e5,487,341298,0.18319392204284668,True,c6e5,485,16868,0.026784658432006836,True
16,r3k2r/ppp2ppp/2n1bn2/2bpp1q1/2B1P3/3P1N2/PPP2PPP/RNBQ1RK1 w kq - 0 8,f3g5,519,1119866,0.6001110076904297,True,c1g5,565,25963,0.0230252742767334,True
17,r3k2r/ppp2ppp/2n1bn2/2bpp3/2B1PB2/3P1N2/PPP2PKP/RN1Q1R2 b kq - 0 9,e8c8,-428,1203620,0.6919782161712646,True,d5c4,-396,30197,0.023021936416625977,True
18,r3k2r/ppp2ppp/2n1bn2/2bBp1q1/4P3/3P1N2/PPP2PPP/RNBQ1RK1 b kq - 0 8,g5h5,-181,245773,0.17604470252990723,True,g5h5,-171,44833,0.060892343521118164,True
19,2r1k2r/ppp2ppp/2n1bn2/1Bbpp1q1/4P3/3P1N2/PPP2PPP/RNBQ1RK1 w k - 2 9,c1g5,557,959181,0.5001626014709473,True,f3g5,722,27413,0.021081924438476562,True
20,r3k2r/ppp2ppp/2n1b3/2bpp1N1/2B1P1n1/3P4/PPP2PPP/RNBQ1RK1 w kq - 1 9,e4d5,791,999634,0.507742166519165,True,e4d5,744,100802,0.06723833084106445,True
21,r3k2r/ppp2ppp/2n1bn2/2bPp1q1/2B5/3P1N2/PPP2PPP/RNBQ1RK1 b kq - 0 8,g5g2,-505,1473994,0.8011257648468018,True,g5h5,-384,44803,0.047753334045410156,True
22,r3k2r/ppp2ppp/2n1bn2/2bpp1q1/2BPP3/5N2/PPP2PPP/RNBQ1RK1 b kq - 0 8,g5g6,-249,187739,0.11529421806335449,True,g5g6,-206,199524,0.20278263092041016,True
23,r3k2r/ppp2pp1/2n1bn1p/2bBN1q1/4P3/3P4/PPP2PPP/RNBQ1RK1 b kq - 0 9,g5e5,250,217475,0.15009665489196777,True,g5e5,297,129127,0.15806221961975098,True
24,r3k2r/ppp2ppp/2n1bn2/2b1p1q1/2B1p3/3P1N2/PPP2PPP/RNB1QRK1 w kq - 0 9,f3g5,499,630282,0.33252859115600586,True,f3g5,524,45672,0.031404733657836914,True
25,r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 0 5,c2c3,18,160355,0.13498520851135254,True,e1g1,16,109347,0.10792779922485352,True
