position,fen,rubichess_move,rubichess_eval,rubichess_nodes,rubichess_time,rubichess_success,stockfish_move,stockfish_eval,stockfish_nodes,stockfish_time,stockfish_success
30,r1bqk2r/pppp1ppp/2N5/2b4n/2B1P3/3P4/PPP2PPP/RNBQK2R b KQkq - 0 6,d8h4,-455,298735,0.16593122482299805,True,d8h4,-466,196224,0.1709296703338623,True
31,r1bqk2r/pppp1ppp/2n5/2b1p3/2B1P1n1/3P1N2/PPP2P1P/RNBQK2R w KQkq - 0 6,h1f1,-178,395095,0.276339054107666,True,h1f1,-160,107355,0.1438605785369873,True
32,r1bqk2r/pppp1ppp/2n2n2/4p3/2B1P2P/3PbN2/PPP2PP1/RN1QK2R b KQkq - 0 6,e3b6,648,846283,0.4615168571472168,True,e3b6,495,54427,0.06695675849914551,True
33,r1bqk2r/pppp1ppp/2n2n2/4N3/2B1P3/3P4/PPPK1bPP/RNBQ3R b kq - 1 6,c6e5,625,326082,0.19993257522583008,True,c6e5,607,23733,0.030439376831054688,True
34,r2qkb1r/ppp2ppp/2n2n2/3pp3/2B1P1b1/3P1N2/PPP2PPP/RNBQK2R w KQkq - 0 6,e4d5,-20,326260,0.22198057174682617,True,e4d5,-33,184834,0.23279166221618652,True
35,r2qk2r/ppp2ppp/2n2n2/3Pp3/1bB3b1/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 7,c2c3,260,157988,0.09692502021789551,True,c2c3,229,64929,0.0668027400970459,True
36,r2qkb1r/ppp2ppp/2n2n2/3pp3/2BNP1b1/3P4/PPP2PPP/RNBQK2R b KQkq - 1 6,c6d4,587,284656,0.14336585998535156,True,c6d4,612,208694,0.20802688598632812,True
37,r2qkb1r/ppp2ppp/2n2n2/3pN3/2B1P1b1/3P4/PPP2PPP/RNBQK2R b KQkq - 0 6,c6e5,567,1632628,0.9166533946990967,True,c6e5,542,52037,0.050000667572021484,True
38,r2qk2r/ppp2ppp/2n2n2/3Bp3/4P1b1/b2P1N2/PPP2PPP/R1BQK2R b KQkq - 0 7,f6d5,512,342324,0.1918017864227295,True,f6d5,484,28744,0.052077293395996094,True
39,r2qkb1r/ppp2ppp/2n5/3pN3/2B1n1b1/3P4/PPP2PPP/RNBQK2R w KQkq - 0 7,e5g4,357,223061,0.1532750129699707,True,e5g4,338,55163,0.07472729682922363,True
40,r2qkb1r/ppp2ppp/2n2n2/3Bp3/4P1b1/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 6,f6d5,176,73557,0.049963951110839844,True,f6d5,190,35049,0.04190254211425781,True
41,rn1qkb1r/ppp2ppp/5n2/3PN3/2B3b1/3P4/PPP2PPP/RNBQK2R b KQkq - 0 7,g4d1,400,1350648,0.7809875011444092,True,g4d1,444,22406,0.01726818084716797,True
42,r2qkb1r/ppp2ppp/2n2n2/8/2N1P1b1/3P4/PPP2PPP/RNBQK2R b KQkq - 0 7,g4d1,611,858436,0.45821070671081543,True,g4d1,731,16062,0.012798547744750977,True
43,r2qkb1r/ppp2ppp/2n2n2/4N3/2B1p1b1/3P2P1/PPP2P1P/RNBQK2R b KQkq - 0 7,c6e5,639,839076,0.4475705623626709,True,c6e5,722,14845,0.012493371963500977,True
44,r1bqkb1r/pppp1p1p/2n2np1/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 0 5,f3g5,143,87193,0.055757761001586914,True,f3g5,144,52811,0.0706794261932373,True
45,r1bqkb1r/pppp1p1p/2n2np1/4N3/2B1P3/3P4/PPP2PPP/RNBQK2R b KQkq - 0 5,c6e5,276,228172,0.1604928970336914,True,c6e5,324,78125,0.10012269020080566,True
46,r1bqkb1r/pppp1p1p/2n3p1/4p3/2B1n3/3P1N2/PPPB1PPP/RN1QK2R w KQkq - 0 6,d3e4,473,237456,0.16177940368652344,True,d3e4,474,50743,0.06641674041748047,True
47,1rbqkb1r/pppp1p1p/2n2np1/4N3/2B1P3/3P4/PPP2PPP/RNBQK2R w KQk - 1 6,e5f7,463,362092,0.1998119354248047,True,e5f7,410,39691,0.033631324768066406,True
48,r1bq1b1r/pppp1k1p/2n2np1/4N3/4P3/3P4/PPP2PPP/RNBQK2R b KQ - 0 6,c6e5,465,223433,0.13945984840393066,True,c6e5,405,56031,0.054436445236206055,True
49,r1bqkb1r/pppp1p1p/2n3p1/4p3/2B1n3/2NP1N2/PPP2PPP/R1BQK2R w KQkq - 0 6,d3e4,483,259513,0.1575946807861328,True,d3e4,506,17096,0.024933576583862305,True
50,r1bqkb1r/pppp1p1p/2n2np1/4p3/2B1P3/3P1N2/PPP2PPP/RNBQKR2 b Qkq - 1 5,f8g7,48,198562,0.13967299461364746,True,d7d5,57,136447,0.1478888988494873,True
